Company,Company public response,State,ZIP code,Company response to consumer,Complaint ID
Prince Parker & Associates,NA,CA,91367,Closed with explanation,2485948
EQUIFAX INC.,NA,CA,91766,Closed with explanation,2388897
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NA,NA,Closed with explanation,2480895
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IN,467XX,Closed with non-monetary relief,2481273
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,113XX,Closed with monetary relief,2474434
PEOPLE'S UNITED BANK NATIONAL ASSOCIATION,NA,CT,065XX,Closed with explanation,2481992
Navient Solutions LLC.,NA,CA,94920,Closed with explanation,2480647
JPMORGAN CHASE & CO.,NA,CA,95403,Closed with explanation,2475568
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,281XX,Closed with explanation,2470717
BB&T CORPORATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,180XX,Closed with explanation,2477759
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,94401,Closed with explanation,2484807
Navient Solutions LLC.,NA,WV,253XX,Closed with explanation,2472347
ALLY FINANCIAL INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,32169,Closed with non-monetary relief,2445528
TMX Finance LLC,NA,FL,336XX,Closed with explanation,2475658
WELLS FARGO BANK NATIONAL ASSOCIATION,NA,NJ,14612,Closed with explanation,688038
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,15120,Closed with explanation,2465999
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,93654,Closed with explanation,2432746
JPMORGAN CHASE & CO.,NA,OR,97223,Closed with explanation,2482996
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,117XX,Closed with explanation,2479818
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,946XX,Closed with explanation,2493641
FREEDOM MORTGAGE COMPANY,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,781XX,Closed with explanation,2436753
NATIONSTAR MORTGAGE,NA,NA,NA,Closed with explanation,2473820
FIRSTMERIT BANK N.A.,NA,KY,40330,Closed with explanation,1671881
M&T BANK CORPORATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,120XX,Closed with explanation,2477153
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,91202,Closed with explanation,2481835
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,923XX,Closed with explanation,2480617
Shellpoint Partners LLC,Company believes it acted appropriately as authorized by contract or law,NY,11758,Closed with explanation,2474316
ECMC Group Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,945XX,Closed with explanation,2479129
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33401,Closed with explanation,2481135
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33762,Closed with explanation,2468390
PORTFOLIO RECOVERY ASSOCIATES INC,NA,LA,701XX,Closed with non-monetary relief,2474498
AMERICAN EXPRESS CENTURION BANK,NA,FL,337XX,Closed with explanation,2479921
CIT BANK NATIONAL ASSOCIATION,NA,NA,NA,Closed with explanation,2484798
EQUIFAX INC.,NA,TX,760XX,Closed with explanation,2473140
EXETER FINANCE CORP.,NA,CA,90016,Closed with explanation,2142581
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,91977,Closed with explanation,2466879
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NA,NA,Closed with explanation,2481075
Shellpoint Partners LLC,Company believes complaint represents an opportunity for improvement to better serve consumers,MD,207XX,Closed with explanation,2470995
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,2149,Closed with explanation,2471785
U.S. BANCORP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,OK,730XX,Closed with explanation,2480473
NATIONSTAR MORTGAGE,NA,MD,207XX,Closed with explanation,1691578
EQUIFAX INC.,NA,TN,381XX,Closed with non-monetary relief,2475255
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,38122,Closed with non-monetary relief,2473073
McCalla Raymer Pierce LLC,NA,GA,30024,Closed with explanation,2412795
TENET HEALTHCARE CORPORATION,Company believes it acted appropriately as authorized by contract or law,GA,301XX,Closed with explanation,2394754
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,752XX,Closed with explanation,2474976
JPMORGAN CHASE & CO.,NA,AZ,857XX,Closed with monetary relief,2477275
Navient Solutions LLC.,NA,NJ,078XX,Closed with explanation,2483708
JH Portfolio Debt Equities LLC,NA,SC,29588,In progress,2482769
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,OH,455XX,Closed with explanation,2436270
TENET HEALTHCARE CORPORATION,Company believes it acted appropriately as authorized by contract or law,FL,334XX,Closed with explanation,2395129
MOVEMENT MORTGAGE LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,225XX,Closed with monetary relief,2472259
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,92683,Closed with explanation,2474098
McCalla Raymer Pierce LLC,NA,GA,30052,Closed with explanation,2388370
National Credit SystemsInc.,Company disputes the facts presented in the complaint,MO,641XX,Closed with explanation,2476703
Hunter Warfield Inc.,Company believes the complaint is the result of a misunderstanding,IN,809XX,Closed with explanation,2424298
EXETER FINANCE CORP.,NA,CA,907XX,Closed with explanation,2480148
Shellpoint Partners LLC,Company believes it acted appropriately as authorized by contract or law,CA,94014,Closed with explanation,2480153
Total Card Inc.,NA,NV,895XX,Closed with explanation,2477636
Oracle Financial Group LLC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,75146,Closed with non-monetary relief,2487308
I.Q. DATA INTERNATIONAL INC.,Company can't verify or dispute the facts in the complaint,GA,301XX,Closed with non-monetary relief,2470414
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NV,89031,Closed with explanation,1977777
M&T BANK CORPORATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NA,NA,Closed with explanation,2470155
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,191XX,Closed with monetary relief,2444549
JPMORGAN CHASE & CO.,NA,IL,60448,Closed with explanation,2480004
MRS BPO LLC,Company believes it acted appropriately as authorized by contract or law,AL,354XX,Closed with non-monetary relief,2474863
Specialized Loan Servicing LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,949XX,Closed with explanation,2483837
SANTANDER CONSUMER USA HOLDINGS INC.,NA,OH,431XX,Closed with explanation,2477954
FREEDOM MORTGAGE COMPANY,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,8611,Closed with explanation,2471398
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,91204,Closed with explanation,2469951
R.M. Galicia Inc.,NA,CA,90504,Closed with non-monetary relief,1166285
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,93955,Closed with explanation,2435771
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,278XX,Closed with explanation,2418789
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30238,Closed with explanation,2472888
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NV,890XX,Closed with explanation,2471750
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NA,NA,Closed with explanation,2472483
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NM,87107,Closed with explanation,2417132
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,913XX,Closed with explanation,2481293
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,75024,Closed with explanation,2471806
OCWEN LOAN SERVICING LLC,NA,KY,402XX,Closed with explanation,2483130
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,495XX,Closed with non-monetary relief,2476916
Springer Collections Inc.,Company believes it acted appropriately as authorized by contract or law,MN,55112,Closed with explanation,2485541
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,27106,Closed with explanation,2472890
Navient Solutions LLC.,NA,NV,891XX,Closed with explanation,2468264
NAVY FEDERAL CREDIT UNION,Company believes complaint is the result of an isolated error,OH,43015,Closed with monetary relief,2415263
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60406,Closed with explanation,2473132
Navient Solutions LLC.,NA,CA,931XX,Closed with explanation,2476781
AMERICAN EXPRESS CENTURION BANK,NA,MN,55331,Closed with monetary relief,2474648
Phillips & Cohen Associates Ltd.,Company believes it acted appropriately as authorized by contract or law,PA,15920,Closed with non-monetary relief,2483281
DISCOVER BANK,NA,MA,014XX,Closed with explanation,2470038
NAVY FEDERAL CREDIT UNION,NA,FL,325XX,In progress,2484586
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CO,80031,Closed with explanation,2419063
Seterus Inc.,NA,NH,148XX,Closed with explanation,1796577
JPMORGAN CHASE & CO.,NA,NY,12590,Closed with explanation,2419791
COLLECTION SERVICES OF ATHENS INC.,Company believes it acted appropriately as authorized by contract or law,GA,302XX,Closed with explanation,2483172
Remex Inc.,NA,NJ,080XX,Closed with explanation,2482021
TD BANK US HOLDING COMPANY,NA,PA,18940,Closed with explanation,2472880
D2 Management LLC,NA,MS,392XX,Closed with explanation,2486997
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33991,Closed with explanation,2415473
OCWEN LOAN SERVICING LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30315,Closed with explanation,2482326
