Company,Company public response,State,ZIP code,Company response to consumer,Complaint ID
Alliance Data Card Services,,NY,107XX,Closed with explanation,2385832
CAPITAL ONE FINANCIAL CORPORATION,,IL,60411,Closed with explanation,2386682
"EOS Holdings, Inc.",,NY,104XX,Closed with explanation,2386324
"CITIBANK, N.A.",,DC,20020,Closed with explanation,104108
CAPITAL ONE FINANCIAL CORPORATION,,NY,146XX,Closed with explanation,2386125
PNC Bank N.A.,,NJ,080XX,Closed with explanation,2385878
CAPITAL ONE FINANCIAL CORPORATION,,FL,33756,Closed with explanation,2386900
"EQUIFAX, INC.",,NJ,077XX,Closed with explanation,2383851
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30034,Closed with explanation,2419908
"NELNET, INC.",,NC,27377,Closed with explanation,2385726
ENCORE CAPITAL GROUP INC.,,DC,20019,Closed with explanation,2385893
"Navient Solutions, LLC.",,NM,871XX,Closed with explanation,2371952
"NELNET, INC.",,SC,296XX,Closed with explanation,2382328
"The CBE Group, Inc.",,CA,952XX,Closed with explanation,2385795
"Navient Solutions, LLC.",,MN,550XX,Closed with explanation,2385948
"EOS Holdings, Inc.",,CO,810XX,Closed with explanation,2385460
"Rent Recover, LLC",,NE,688XX,Untimely response,2385482
ENCORE CAPITAL GROUP INC.,,VA,23878,Closed with explanation,2385994
BOK FINANCIAL CORP,,NC,281XX,Closed with explanation,2309421
"WELLS FARGO BANK, NATIONAL ASSOCIATION",,TN,38305,Closed with explanation,345422
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MD,21788,Closed with explanation,2412938
AMERICAN EXPRESS CENTURION BANK,,FL,33030,Closed with explanation,2382561
"J.A. Cambece Law Office, P.C.",,MA,015XX,Closed with explanation,2340538
JPMORGAN CHASE & CO.,,WY,82520,Closed with explanation,488144
"EQUIFAX, INC.",,IL,60467,Closed with explanation,2381342
"EQUIFAX, INC.",,CT,064XX,Closed with explanation,2386792
"Navient Solutions, LLC.",,NC,27295,Closed with explanation,2385719
"GVA Holdings, LLC",,PA,191XX,Closed with explanation,2382652
"Navient Solutions, LLC.",,CA,932XX,Closed with explanation,2386885
BOK FINANCIAL CORP,,VA,234XX,Closed with explanation,2384988
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,223XX,Closed with explanation,2411233
LEXISNEXIS,,NY,11223,Closed with explanation,2385300
Alliance Data Card Services,,NJ,8105,Closed with monetary relief,2386613
SANTANDER CONSUMER USA HOLDINGS INC.,,CA,924XX,Closed with explanation,2385934
"EQUIFAX, INC.",,CA,91352,Closed with non-monetary relief,2385480
"Receivables Performance Management, LLC",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,751XX,Closed with explanation,2469551
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MO,63114,Closed with explanation,2471118
"Prosper Marketplace, Inc.",,FL,32804,Closed with explanation,2382308
"WELLS FARGO BANK, NATIONAL ASSOCIATION",,MO,63005,Closed with explanation,1221791
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CT,6477,Closed with explanation,2439285
"NELNET, INC.",,MI,480XX,Closed with explanation,2387255
AMERICAN HONDA FINANCE CORP,,DE,197XX,Closed with non-monetary relief,2380781
"HUNTINGTON NATIONAL BANK, THE",,OH,44054,Closed with explanation,2491731
AMERICAN EXPRESS CENTURION BANK,,NY,114XX,Closed with explanation,2426087
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,786XX,Closed with explanation,2478966
"Navient Solutions, LLC.",,OH,430XX,Closed with explanation,2426065
"SIMM Associates, Inc.",,IN,461XX,Closed with explanation,2494423
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,DE,19899,Closed with explanation,2493006
EXPERIAN DELAWARE GP,,CA,94133,In progress,2498027
"Conn's, Inc.",,TX,77471,Closed with explanation,2380641
"CITIZENS FINANCIAL GROUP, INC.",,IL,605XX,Closed with monetary relief,2382606
AES/PHEAA,,IL,62258,Closed with explanation,2387006
PORTFOLIO RECOVERY ASSOCIATES INC,,NJ,086XX,Closed with non-monetary relief,2389593
"Dyck-O'Neal, Inc.",,NJ,083XX,Closed with explanation,2385310
"Commonwealth Financial Systems, Inc.",,LA,703XX,Closed with explanation,2339822
"Diversified Consultants, Inc.",,IL,60624,Closed with explanation,2389257
ENCORE CAPITAL GROUP INC.,,MI,483XX,Closed with explanation,2389225
"ONEMAIN FINANCIAL HOLDINGS, LLC.",,IL,605XX,Closed with explanation,2388079
"Navient Solutions, LLC.",,CO,801XX,Closed with explanation,2389521
"ACE CASH EXPRESS, INC.",,MD,209XX,Closed with explanation,2388252
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,8302,Closed with explanation,1905488
"I.C. System, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,606XX,Closed with explanation,2478595
EdFinancial Services,,DC,20016,Closed with explanation,2389448
"HUNTINGTON NATIONAL BANK, THE",,TN,37135,Closed with explanation,2383767
NATIONSTAR MORTGAGE,,WI,543XX,Closed with explanation,2389360
"Navient Solutions, LLC.",,CA,92688,Closed with explanation,2388724
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,941XX,Closed with explanation,2493079
"First Investors Financial Services Group, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,761XX,Closed with explanation,2494753
CAPITAL ONE FINANCIAL CORPORATION,,DE,19930,Closed with explanation,2491466
JPMORGAN CHASE & CO.,,IL,60618,Closed with explanation,1213844
"Navient Solutions, LLC.",,VA,222XX,Closed with explanation,2388964
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WI,54235,Closed with explanation,2284841
"Navient Solutions, LLC.",,IL,606XX,Closed with explanation,2383882
TD BANK US HOLDING COMPANY,,CA,95747,Closed with non-monetary relief,2381484
AES/PHEAA,,WV,262XX,Closed with explanation,2425925
"Navient Solutions, LLC.",,MO,65781,Closed with explanation,2497335
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,OR,97045,Closed with explanation,2482510
PNC Bank N.A.,,NJ,074XX,Closed with explanation,2388376
PORTFOLIO RECOVERY ASSOCIATES INC,,GA,318XX,Closed with explanation,2387620
AES/PHEAA,,MD,20852,Closed with explanation,2337210
"EQUIFAX, INC.",,WA,98632,Closed with explanation,2384398
"EQUIFAX, INC.",,TX,770XX,Closed with explanation,2389343
"EQUIFAX, INC.",,NC,750XX,Closed with explanation,2389442
Ad Astra Recovery Services Inc,,TX,773XX,Closed with explanation,2389272
"Navient Solutions, LLC.",,NY,11727,Closed with explanation,2388292
"Navient Solutions, LLC.",,NH,3574,Closed with explanation,2389182
ENCORE CAPITAL GROUP INC.,,FL,322XX,Closed with explanation,2389393
Premier Recovery Group,,KY,410XX,Closed,2360673
ENCORE CAPITAL GROUP INC.,,MI,49801,Closed with non-monetary relief,1078548
Hillcrest Davidson & Assoc,,TX,77268,Closed,2345137
"Commonwealth Financial Systems, Inc.",,FL,33809,Closed with explanation,2389486
JPMORGAN CHASE & CO.,,PA,15206,Closed with explanation,2385892
"Navient Solutions, LLC.",,CA,900XX,Closed with explanation,2387383
"BAYVIEW LOAN SERVICING, LLC",,IL,61104,Closed,2388354
ConServe,,FL,349XX,Closed with explanation,2388982
Chaplain Financial Services LLC,,MA,018XX,Closed with explanation,2388195
"EQUIFAX, INC.",,CA,90062,Closed with explanation,2388675
"Adler Wallach & Associates, Inc.",,TX,774XX,Closed with non-monetary relief,2388298
"REVERSE MORTGAGE SOLUTIONS, INC.",,NY,105XX,Closed with explanation,2383483
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NH,3842,Closed with non-monetary relief,2497328
JPay Inc.,Company believes it acted appropriately as authorized by contract or law,IL,61764,Closed,1963051
"EQUIFAX, INC.",,IL,606XX,Closed with explanation,2388137
Unlimited Progress Corp,,IL,60615,Closed with explanation,2338680
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33312,Closed with explanation,2493031
"Navient Solutions, LLC.",,TX,77587,Closed with monetary relief,2494087
"Westlake Services, LLC",,NY,100XX,Closed with explanation,2476740
"FAIR COLLECTIONS & OUTSOURCING, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,017XX,Closed with explanation,2491910
"I.C. System, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33908,Closed with explanation,2473565
"Seterus, Inc.",,GA,300XX,Closed with explanation,2387607
ENCORE CAPITAL GROUP INC.,,NC,274XX,Closed with explanation,2387426
SANTANDER CONSUMER USA HOLDINGS INC.,,SC,296XX,Closed with explanation,2387943
ENCORE CAPITAL GROUP INC.,,GA,31301,Closed with explanation,2385767
"Navient Solutions, LLC.",,VA,234XX,Closed with explanation,2387867
OCWEN LOAN SERVICING LLC,,FL,34453,Closed with explanation,2388458
TD BANK US HOLDING COMPANY,,FL,347XX,Closed with explanation,2385129
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,,,Closed with explanation,2476627
CL HOLDINGS LLC,,RI,028XX,Closed with non-monetary relief,2381790
NATIONSTAR MORTGAGE,,AL,35957,Closed with explanation,2387789
CAPITAL ONE FINANCIAL CORPORATION,,TX,78213,Closed with explanation,2387598
PORTFOLIO RECOVERY ASSOCIATES INC,,GA,302XX,Closed with explanation,2388766
FROST BANK,,TX,78504,Closed with explanation,2372868
"FEDERAL PACIFIC CREDIT COMPANY, LLC",,FL,33626,Closed with explanation,2332213
PNC Bank N.A.,,PA,171XX,Closed with explanation,2386614
OCWEN LOAN SERVICING LLC,,MS,39666,Closed with explanation,170936
"Receivables Management Partners, LLC",,KY,402XX,Closed with explanation,1550386
AMERICAN EXPRESS CENTURION BANK,,CA,91006,Closed with explanation,2388270
NATIONSTAR MORTGAGE,,FL,32601,Closed with explanation,2389199
CAPITAL ONE FINANCIAL CORPORATION,,GA,30096,Closed with explanation,2389429
"COMMUNITY CHOICE FINANCIAL, INC.",,MI,488XX,Closed with explanation,2380964
"Bull City Financial Solutions, Inc",,NC,28334,Closed with explanation,2359215
"D&A Services, LLC",,OH,440XX,Closed with explanation,2348550
LANIER COLLECTIONS AGENCY AND SERVICES INC,,IL,60462,Closed with explanation,2389154
JPMORGAN CHASE & CO.,,IL,61614,Closed with explanation,2389065
SANTANDER CONSUMER USA HOLDINGS INC.,,CA,91910,Closed with explanation,671614
"Receivables Management Partners, LLC",,IN,461XX,Closed with explanation,2389003
"EQUIFAX, INC.",,NV,89502,Closed with explanation,2389136
"John C. Heath, Attorney at Law, PLLC",,MA,2472,Closed with explanation,2383215
"Convergent Resources, Inc.",,OH,43054,Closed with explanation,2389612
MONEYGRAM PAYMENT SYSTEMS WORLDWIDE INC,,NY,103XX,Closed with explanation,2387712
JPMORGAN CHASE & CO.,,NJ,070XX,Closed with explanation,2389179
"Credit Bureau Financial Services, Inc.",,MA,021XX,Untimely response,2468226
"Diversified Consultants, Inc.",,MA,021XX,Closed with explanation,2386060
"Southwest Credit Systems, L.P.",,NE,68505,Closed with explanation,2383356
"EQUIFAX, INC.",,CA,91206,Closed with explanation,2388281
Solidus Group LLC.,,TX,782XX,Untimely response,2338515
"Receivables Management Partners, LLC",,FL,331XX,Closed with explanation,2336408
"AMERICAN ADJUSTMENT BUREAU,INC.",,GA,31301,Closed with explanation,2388845
"Jon Barry and Associates, Inc.",,SC,292XX,Closed with explanation,2388165
"The Best Service Co.,Inc",,TX,78834,Closed with explanation,2365298
JPMORGAN CHASE & CO.,,IL,60175,Closed with explanation,2388928
"AMCOL Systems, Inc.",,SC,29621,Closed with explanation,2386328
"Convergent Resources, Inc.",,GA,303XX,Closed with explanation,2388671
Alliance Data Card Services,,ID,83686,Closed with explanation,2350532
NATIONSTAR MORTGAGE,,IN,46835,Closed with explanation,2388177
Alliance Data Card Services,,PA,193XX,Closed with explanation,2383880
"Navient Solutions, LLC.",,MD,207XX,Closed with explanation,2389159
Utah System of Higher Education,,TX,782XX,Closed with non-monetary relief,2290690
"Risecredit, LLC",,CA,90815,Closed with explanation,2382746
CAPITAL ONE FINANCIAL CORPORATION,,CA,91342,Closed with non-monetary relief,2389072
PORTFOLIO RECOVERY ASSOCIATES INC,,GA,31211,Closed with explanation,2388637
PAYPAL HOLDINGS INC.,,CA,953XX,Closed with monetary relief,2385306
AES/PHEAA,,PA,150XX,Closed with explanation,2384779
"EQUIFAX, INC.",,CA,90062,Closed with explanation,2386445
"Southwest Credit Systems, L.P.",,FL,32459,Closed with explanation,2387549
CNG FINANCIAL CORPORATION,,IA,52333,Closed with explanation,942581
JPMORGAN CHASE & CO.,,DE,199XX,Closed with explanation,2384254
NATIONSTAR MORTGAGE,,OR,970XX,Closed with explanation,2387488
"OPTIMUM OUTCOMES, INC.",,NC,27519,Closed with explanation,2386829
AES/PHEAA,,KY,425XX,Closed with explanation,2388088
"Columbia Collection Service, Inc.",,CA,90277,Closed with non-monetary relief,2347302
Resurgent Capital Services L.P.,,IL,62205,Closed with explanation,2388861
"HUNTINGTON NATIONAL BANK, THE",,OH,446XX,Closed with explanation,2387724
HEARTLAND PAYMENT SYSTEMS INC,,MD,21224,Closed with explanation,2386283
U.S. BANCORP,,KS,66067,Closed with monetary relief,315185
"BMW Financial Services NA, LLC",,NJ,077XX,Closed with explanation,2387946
PORTFOLIO RECOVERY ASSOCIATES INC,,IN,46235,Closed with explanation,2388430
"PLANET HOME LENDING, LLC",,OH,430XX,Closed with explanation,2389314
ENCORE CAPITAL GROUP INC.,,CO,80751,Closed with non-monetary relief,2383791
"Southwest Credit Systems, L.P.",,IL,60624,Closed with explanation,2387925
LJ Ross Associates,,MI,481XX,Closed with explanation,2387919
FIRST HERITAGE CREDIT LLC,,TN,37128,Closed with non-monetary relief,2385820
"Navient Solutions, LLC.",,MO,633XX,Closed with explanation,2385171
"HONOR FINANCE, LLC",,TX,750XX,Closed with explanation,2383392
"Creditors' Service Bureau of Niles, Inc",,IN,466XX,Untimely response,2388112
"Navient Solutions, LLC.",,VA,229XX,Closed with explanation,2388790
"I.C. System, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,11218,Closed with explanation,2477835
AMERICAN HONDA FINANCE CORP,,VA,236XX,Closed with explanation,2388778
"EQUIFAX, INC.",,OH,45209,Closed with explanation,2388277
Innovis,,IL,60067,Closed with explanation,2387666
"EQUIFAX, INC.",,IL,60430,Closed with non-monetary relief,2384559
"Jon Barry and Associates, Inc.",,TX,787XX,Closed with non-monetary relief,2388120
"EQUIFAX, INC.",,GA,302XX,Closed with explanation,2388037
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,29488,Closed with explanation,2497434
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,922XX,Closed with monetary relief,2473945
FIRST NATIONAL BANK OF OMAHA,,CA,92117,Closed with explanation,2373155
"EQUIFAX, INC.",,FL,327XX,Closed with explanation,2489581
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,786XX,Closed with explanation,2489368
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,619XX,Closed with explanation,2493779
JPMORGAN CHASE & CO.,,CA,92014,Closed with explanation,2388590
"EQUIFAX, INC.",,CA,90062,Closed with explanation,2388409
"EQUIFAX, INC.",,FL,334XX,Closed with explanation,2388985
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company chooses not to provide a public response,PA,19446,Closed with explanation,1761414
"ONEMAIN FINANCIAL HOLDINGS, LLC.",,NC,27572,Closed with explanation,2387560
"ONEMAIN FINANCIAL HOLDINGS, LLC.",,NY,13642,Closed with explanation,2387596
AMERICAN EXPRESS CENTURION BANK,,OR,972XX,Closed with explanation,2388672
"MCS MORTGAGE BANKERS, INC.",,NY,10709,Untimely response,2388236
JPMORGAN CHASE & CO.,,OH,44056,Closed with explanation,2486552
Ditech Financial LLC,,OR,971XX,In progress,2491922
PORTFOLIO RECOVERY ASSOCIATES INC,,OR,973XX,Closed with non-monetary relief,2389523
